Title,Subscribers,Views,Likes,Comments,Description,Engagement Ratio,Category
FabyMakeUpArtist,223.5K,4.5K,190,3,"hey Guys :)
So after years i have decided to start uploading videos again here for my youtube family and will try my best to be regular.
I wil be trying all kinds of videos which you people will want me to create !
Challenges , reviews , trending hacks , makeup , fashion , skincare , travel vlog etc etc etc 
So be a part of my youtube family and just drop in your wish and ill create an interesting entertains video of it.
Love you all :)  

",4.288888889,Beauty
VishakhaThakur,51.9K,4.4K,322,12,"Hi
My name is Vishakha Thakur. 
Welcome to my account . 
I make videos about beauty, fashion and lifestyle.
I am interested in a lot of things and I hope it shows In my content .

 I upload 2 times a week
 new video every  Wednesday - Saturday @ 1pm  💗


enjoy xoxo",7.590909091,Beauty
BhartiPuri,8.8K,4.3K,23,12,"Hi, I'm Bharti Puri, 32yr old woman from Delhi, India 💖.  

I'm more of a homebody person who loves to film and make vlogs, documenting my life and talking about my love for makeup, skincare, haircare, bodycare, food and travels. 

I'm half Naga and half North Indian Punjabi and I lived most of my life in Delhi. 
I love watching anime and K-Drama on my free time or do free style sketch work.

FOLLOW ME ON:

I N S T A G R A M - https://www.instagram.com/bhartipuriofficial/
F A C E B O O K - https://www.facebook.com/bhartipuriofficial

For work collaboration contact me at 

bhartipuriwork@gmail.com

",0.813953488,Beauty
AkankshaKommirelly,139.1K,4K,159,6,I love makeup so I play with it as much as possible. I like trying new products and I like being innovative. So if you want to learn about makeup and various beauty related things then join me. Would be blessed to have you be a part of my journey. ~xoxo,4.125,Beauty
BestForBabyIndia,314.5K,485.8K,380,0,"Becoming a parent is a life-altering experience because it’s when you start living for someone other than yourself. Moments that seemed insignificant take on monumental proportions - your baby’s firsts. Your love becomes unconditional in a way you never imagined. We here want to be a part of what’s Best for your Baby, from the second they are born. Share your experiences, frustrations, joys, memories - everything that the joyride of parenthood entails.",0.07822149,Education
LabourLawAdvisor,4.4M,355.9K,25.2K,207,"We make India Jagruk 
Personal Finance | Taxation | Employment Laws
New video every day (Sundays off) 

Get Support or report a scam - support(at)lla(dot)in
Collab Requests - colla(at)lla(dot)in
Say Hello - rishabh(at)witbox(dot)in
Join team LLA - Apply at jobs.lla.in
",7.138803035,Education
ODVUTKNOWLEDGE,1.3M,120.6K,2.5K,123,"Hi There,
This is a Most Uncommon channel ""Odvut  Knowledge"", which provides Mysteries, Amazing, top 10, top 5 Types of Videos regularly.  We provide our best. 
We regularly upload video . If you have any problem or request , than tell us , will try to help you . So stay tuned.
",2.174958541,Education
RAAAZofficial,1.8M,92.2K,8.6K,126,"For collaborations contact us at contact@bigbrainco.com

RAAAZ is a channel that explores the dark and mysterious side of human nature, with a focus on crime and unexplained phenomena.

Our content delves into unsolved mysteries, chilling encounters, and haunting legends, all with a keen eye for detail and a dedication to uncovering the truth.

Join us on a journey into the heart of darkness, as we unravel the secrets that lie hidden beneath the surface of our everyday lives.
",9.464208243,Education
Koiyakka,463.4K,90.8K,10.8K,94,"Welcome to Koiyakka, a one-stop destination to find mind-tickling, craziest humour and comedy sketch videos in Tamil.

Laughter is the best medicine, and you get your dose of laughter here! 
All our videos are safe and relatable to watch. 

Subscribe to our channel and watch the latest video!

Any Promotion and Collaboration 👇🏼
Mail id : koiyakkaofficial@gmail.com
WhatsApp : 9150483914

****************************************

Digital Partner - Divo
Divo is one of the leading digital media companies in South India working with brands and content creators across genres.

****************************************
",11.99779736,Education
TheUrbanFight,3.2M,87.1K,3.1K,93,"I want you to have the confidence to make your own decisions without the society doing it for you. 

Welcome on board. :) You'll love it here!

- Taskeen Fatima Basha",3.665901263,Education
Ieltsadvantage,1.2M,82.8K,3.3K,316,"We help people get a 7 or above on the IELTS Test. 

My name is Christopher Pell and I made IELTSAdvantage.com for my students so that they would have a better understanding of the IELTS test.

The aim of this channel is to help IELTS students prepare for the exam. 

We have the most successful IELTS Course in the world. If you have any questions about our VIP Course or your IELTS preparation you can email us here:

chris@ieltsadvantage.com

Or check out the links below. 
",4.367149758,Education
DreamCanada,295.1K,82.8K,250,28,"If you want to know more about immigrating to new countries for FREE, SUBSCRIBE to this channel NOW! Also, drink some water after!

The videos on this channel are purely instructional & educational tutorials on the immigration processes for getting your Permanent Residence (PR) for countries like Canada, Australia, Germany, New Zealand, and many more to be added soon! You'll find info on the Australia PR, Canada PR, Express Entry, PNP, Pilot programs & the various study programs for Canada like the Canada Student Permit or Student Direct Stream, Germany's job seeker visa & various other Germany skilled immigration programs and study programs.

Our main intention of making this channel was to show our viewers that they don't need to spend money on expensive immigration lawyers, agents, or consultants for their immigration processes.
All the information provided on this channel is completely FREE, and for the benefit of aspiring immigrants.

Send across your queries: +919930807187
",0.335748792,Education
allroundconstructions1355,774.1K,81.4K,1.8K,73,"Hai  friends  my name is abdullatheef. This channel uploaded by all about  building construction vedios. Foundation. Basement. Column. Bheemwork. Centring.  Floring . Painting. Tresswork . Overall full a to z  house  construction  about  introduced  this channel. No copyright  issues... 
Malappuram
Subscribe  to my channel to get the updates regularly",2.300982801,Education
MindFreshTraining,840.5K,78K,1.4K,51,Description NA,1.86025641,Education
ChellameChellam,3.3M,74.1K,2K,0,"Chellame Chellam Tamil Rhymes is a collection of Tamil Rhymes focusing solely on the kids' traditional awareness. We are dedicated to serving them a generous portion of our “tamil parambariyam”, “senthamizh isaigal” and “paati kathaikal” painted with deep rooted colors in the form of animated cartoons.

Our sole aim is to teach this generation and remind them their ancestry and culture, through our amma/paati thalattu song and reminiscing the fun play with vilayattu padalgal.

Don't hold back. Click the bright subscribe button and relive the memories of our heritage in Chellame Chellam Tamil Rhy",2.699055331,Education
FasTrackIELTS,1.5M,71K,6.3K,32,"Hi there, I'm Asiya! Today my IELTS is 8.5, I call London home and my goal is to help you pass your IELTS exam as quickly as possible.

Ten years ago I lived in Kazakhstan and studying in the UK was my dream. Back then I managed to achieve Band 7.5 in the IELTS Academic test on the first attempt and was accepted by the university of my choice.

Since then, I have completed my master's degree in London with distinction, worked at one of the UK’s largest banks, and founded FasTrack IELTS to help others achieve their dreams.

Having dedicated the last six years to researching the IELTS exam, I have learned a great deal about how to tackle it best. During this time, over ten thousand students have taken my online courses and over 50 million lessons have been watched on Youtube. Let me help you pass your exam. Ready? Let's get started!

https://fastrackielts.com
",8.918309859,Education
POCEnglish,1.9M,65.1K,4.9K,157,"😍Hello and Welcome to my channel! 
My name is Mahdi (You can call me Maddy), and here's a little about me:
✅I am a non-native English teacher with +10 years of experience 
✅I am a Cambridge certified English teacher with CELTA grade A
✅I have Academic IELTS band 9.0 (January 2023)

On this channel, I will teach you a variety of lessons which are aimed at improving your general English knowledge and skills. In particular, you will learn:
1- Vocabulary
2- Grammar tips and common mistakes
3- Idioms 
4- Phrasal verbs
5- Pronunciation tips

1 long video per week, and 2 short videos. We will also have many quizzes and have a lot of fun!
",7.768049155,Education
SaileelaVlogs,168.5K,59.8K,1.2K,104,"For business inquires contact - saileelavlogs@gmail.com

Website - www.saileelastore.com
",2.180602007,Education
Science_Fish,486.5K,53.6K,1.5K,146,"수상한 생물선생. 수상한 생선입니다:)
수상한생선은 우리 삶과 가장 가까운 생명과학(Life Science)에 대해 다루는 채널입니다.

문의 메일 : fishyfish2019@gmail.com
",3.070895522,Education
EnglishSpeakingSuccess,3M,53.5K,2.9K,149,"English Speaking Success will help you develop your English speaking skills so you can face the examiner with confidence and ace the IELTS Speaking test.

It has IELTS Speaking tips, ideas and free monthly live lessons.

It is run by me, Keith O'Hare, owner of the Keith Speaking Academy.

I have no affiliation, connection, approval or endorsement from the British Council or any of the official IELTS partners.
",5.699065421,Education
WonderGirlJanhavi,1.3M,49.1K,2.6K,55,"Janhavi Panwar, popularly known as The Wonder Girl Of India is an English and Accent Trainer.

She is also a well-known motivational speaker. She has won innumerable awards to date for her excellence and extraordinary skills.

Janhavi provides online courses for a number of batches for IELTS preparations, Spoken English, American and British Accents, and languages like Japanese, German, etc. through her mobile application, “Learn with Janhavi Panwar”, and India’s leading E-Learning App, Dhurina. 

She has also launched her book recently, “Learn General English With Janhavi” to help people learn to write and speak the global language fluently. The book is available on various E-commerce platforms including Flipkart, Amazon, Dhurina App, and Apnikitab.com.

Here are the links to the major platforms where you can access Janhavi's all courses. 
Download these apps now and start learning!
Go to link section👇👇👇👇
",5.407331976,Education
latesttop1053,313.5K,38.2K,164,3,"Welcome To Latest Top 10. Top 10 Channel is a media platform that provides high-quality content on a wide range of topics. From entertainment to education, from news to sports, and from lifestyle to technology, Top 10 Channel covers it all.

Our team of experienced writers and producers work tirelessly to create engaging and informative content that resonates with our audience. Whether you're looking for insightful commentary on the latest news stories, in-depth analysis of your favorite sports teams, or helpful tips and tricks to improve your life, Top 10 Channel has got you covered.
Our goal is to provide our viewers with a deeper understanding of the world around them, while also entertaining and engaging them in a meaningful way.
So if you're looking for a reliable source of top-quality content on a wide range of topics, look no further than Top 10 Channel. We are committed to delivering the very best in media and entertainment, and we look forward to sharing our content with you.
",0.437172775,Education
DrDarshanPatel-AIIMS,239.5K,38K,2.6K,145,"Struggler 🔄 Dreamer.

A place where I share my own real-life lessons that helped me to get some prestigious tags like DOCTOR, AIR 2 and AIIMS. ✨ (From a poor family of small village). 
A super-productive platform for all medical and non-medical students. 🔥

I know you don't have much time to read 'About' me! So instead just enjoy my awesome intro video. 🤗

Subscribe if my videos add some positive value in your beautiful life! ❣️

Thank you so much for your time! Let's grow together. 👣 

👉🏼 Contact: drdarshanpatelaiims@gmail.com
",7.223684211,Education
acharyasalil2484,148.5K,35.2K,1.6K,264,"Accurate astrological predictions on world affairs and knowledge about how astrology works by renowned astrologer Acharya Salil Kumar.
It is a proven science. Lets learn and grow together.",5.295454545,Education
